subset_id,dim_reduce_alg,dim_reduce_param,transformed,clustering_alg,clustering_param,mutual_info_score,silhouette_score
9,ICA,5,False,Agglomerative,8,0.02547540991286937,0.1865519179860856
9,ICA,5,False,DBSCAN,0.5,0.01995097786480634,-0.12728049993961982
9,ICA,5,False,DBSCAN,10,0.0,
9,ICA,5,False,DBSCAN,4,0.0,
9,ICA,5,False,GaussianMixture,2,0.005629919136507195,0.1200140501215026
9,ICA,5,False,GaussianMixture,3,0.01728525907941799,0.10560817678564353
9,ICA,5,False,GaussianMixture,4,0.011184256836226657,0.011971867168489948
9,ICA,5,False,GaussianMixture,5,0.011095874625843563,0.018849365181388605
9,ICA,5,False,GaussianMixture,6,0.012359392564953041,0.027150564373992
9,ICA,5,False,GaussianMixture,7,0.01297057028255421,0.004319666090090966
9,ICA,5,False,GaussianMixture,8,0.015348909517908755,0.010877154517524728
9,ICA,5,False,KMeans,2,0.00451423018089769,0.40542527732381023
9,ICA,5,False,KMeans,3,0.02411546842144147,0.20421464048608326
9,ICA,5,False,KMeans,4,0.02630836228835033,0.24085048695771266
9,ICA,5,False,KMeans,5,0.026760150357606333,0.2538219141694043
9,ICA,5,False,KMeans,6,0.025437958385338702,0.2477327025490569
9,ICA,5,False,KMeans,7,0.027299927985535506,0.25949895492547986
9,ICA,5,False,KMeans,8,0.02646924163554763,0.252619496571139
9,ICA,5,True,Agglomerative,2,0.012323426044457533,0.6829862462515641
9,ICA,5,True,Agglomerative,3,0.02222352947094727,0.6977064859850474
9,ICA,5,True,Agglomerative,4,0.020218966619204005,0.7075367043271217
9,ICA,5,True,Agglomerative,5,0.017231885947659346,0.7526638370654127
9,ICA,5,True,Agglomerative,6,0.03368072016229487,0.6643121481982301
9,ICA,5,True,Agglomerative,7,0.03333483465831224,0.6678913393710211
9,ICA,5,True,Agglomerative,8,0.04065192819303815,0.5050683003110708
9,ICA,5,True,DBSCAN,0.5,0.016255335613857627,0.5345948413632423
9,ICA,5,True,DBSCAN,10,0.0,
9,ICA,5,True,DBSCAN,4,0.02111691241445882,0.7139787146445989
9,ICA,5,True,GaussianMixture,2,0.01604904461540892,0.6631631888972225
9,ICA,5,True,GaussianMixture,3,0.015232456899080895,0.6741655164622513
9,ICA,5,True,GaussianMixture,4,0.02024750227337128,0.7118883593734657
9,ICA,5,True,GaussianMixture,5,0.01731031295510633,0.7541423623111593
9,ICA,5,True,GaussianMixture,6,0.01696513270873252,0.7559584488180653
9,ICA,5,True,GaussianMixture,7,0.032243060890961385,0.637174563571973
9,ICA,5,True,GaussianMixture,8,0.03190308930079524,0.641975325697856
9,ICA,5,True,KMeans,2,0.01604904461540892,0.6631631888972225
9,ICA,5,True,KMeans,3,0.015232456899080895,0.6741655164622513
9,ICA,5,True,KMeans,4,0.02024750227337128,0.7118883593734657
9,ICA,5,True,KMeans,5,0.01723539705347354,0.7536843949657512
9,ICA,5,True,KMeans,6,0.016890840681644974,0.7554931837506492
9,ICA,5,True,KMeans,7,0.03472166150795513,0.6660589726959127
9,ICA,5,True,KMeans,8,0.03431571134947977,0.6708314118455473
